id	target	min_1	min_2	min_3	min_4	min_5	min_6	min_7	min_8	min_9	min_10	min_11	min_12	min_13	min_14	min_15	min_16	max_1	max_2	max_3	max_4	max_5	max_6	max_7	max_8	max_9	max_10	max_11	max_12	max_13	max_14	max_15	max_16	mean_1	mean_2	mean_3	mean_4	mean_5	mean_6	mean_7	mean_8	mean_9	mean_10	mean_11	mean_12	mean_13	mean_14	mean_15	mean_16	median_1	median_2	median_3	median_4	median_5	median_6	median_7	median_8	median_9	median_10	median_11	median_12	median_13	median_14	median_15	median_16	sem_1	sem_2	sem_3	sem_4	sem_5	sem_6	sem_7	sem_8	sem_9	sem_10	sem_11	sem_12	sem_13	sem_14	sem_15	sem_16	abssum_1	abssum_2	abssum_3	abssum_4	abssum_5	abssum_6	abssum_7	abssum_8	abssum_9	abssum_10	abssum_11	abssum_12	abssum_13	abssum_14	abssum_15	abssum_16
1_1_0.mat	0	-231.724243164062	-190.933319091797	-221.99739074707	-368.78955078125	-1236.48266601562	-285.098754882812	-436.851776123047	-309.256927490234	-318	-425.061492919922	-394.983795166016	-347.179565429688	-617.32177734375	-715.492492675781	-642.210632324219	-232.735397338867	223.275756835938	217.066680908203	200.00260925293	417.21044921875	328	485.901245117188	327.148223876953	186.743087768555	225.934585571289	367.938507080078	245.016189575195	463	754	315	513.789367675781	265.264617919922	1.00394090083218e-07	0.00195424924784658	0.0783285393823988	-0.0939627214585118	0.042908092235153	-0.113512874577567	0.0240453882828355	-0.188958509499704	-0.114616785165978	-0.226750560536034	-0.150550225581943	0.132216637934496	0.469162431396544	0.212712433434278	0.232367015503844	0.0460206023860725	0.275755763053894	1.06667673587799	1.00261104106903	2.21044516563416	0.517316699028015	0.901238262653351	0.148209422826767	0.74308168888092	-0.0654108375310898	0.938507854938507	1.01619291305542	-1.17956328392029	0.678238987922668	1.50750744342804	-1.21062064170837	1.26460540294647	0.00013835407799644	0.000142709090667309	0.000160833158343957	0.000233888792498342	0.000149444316796356	0.000133802202576022	0.000219934930779235	0.000135070216634686	0.000152152106344686	0.000231164608564612	0.000187710717323635	0.000206798952910199	0.000431882680360455	0.000290164751677417	0.000257434239224123	0.000175796478179139	6017513.70949268	6346379.77541052	7126946.64867711	9722498.57789959	6399378.54861054	5694355.92731109	8653485.14282262	5643205.83407828	6415451.5508116	10057632.0644591	7627587.24295563	7774643.60644406	17166471.7299801	11069579.013554	9457699.23086762	7302759.7128416
1_1_1.mat	1	-274.627349853516	-172.637786865234	-231.805892944336	-291.165954589844	-1528.61413574219	-543.087829589844	-374.989990234375	-432.494873046875	-233.555297851562	-286.1552734375	-295.536407470703	-311.102813720703	-445.153686523438	-606.138305664062	-503.37060546875	-190.145248413086	181.372650146484	181.362213134766	181.194107055664	244.834045410156	495.385925292969	367.912200927734	315.010009765625	166.505126953125	223.444702148438	209.844741821289	252.463607788086	450.897186279297	385	302	442.62939453125	210.854751586914	-2.54223746825332e-08	0.0611661879668641	0.154862332414587	-0.0746493136345102	0.101862142717962	-0.0990914521508539	-0.0288754183991812	-0.23078320779043	-0.0831706228752928	-0.208329123486579	-0.205975096770127	0.204412374073888	0.363337218586231	0.268036970460477	0.181774949686726	0.0425502284584568	0.372654587030411	0	0.194109886884689	0	0.385914772748947	0	0.00999829918146133	-0.494866877794266	0.444701015949249	0	0	-0.102811090648174	0	0.861695170402527	0	0	0.000159719721661761	0.000131645662215554	0.000133007763760212	0.000182129842030435	0.000156197433716012	0.000116526028017392	0.00017500422901633	0.00011936727649659	0.000157570948392691	0.000176248717627161	0.000184985362205257	0.000184373652068613	0.000193551367820723	0.00020864708965248	0.000183583348174671	0.000133308199985878	7027896.43930721	5937674.33434153	5902677.52471519	7694708.79816493	5991552.19159415	5009942.30803366	7300148.79152145	5228839.18235299	6794852.58840978	7696655.29427207	8010240.57088184	6622549.90848336	7960709.11490592	8538369.9367833	7354831.8706646	5682393.30318885
1_10_0.mat	0	-247.669815063477	-201.135818481445	-257.547637939453	-433	-1827.43542480469	-441.874359130859	-361.000457763672	-217.249176025391	-272.254516601562	-445	-387.363616943359	-538.898742675781	-534.819030761719	-616.434997558594	-776.139831542969	-248.593124389648	206.330184936523	215.864181518555	216.452362060547	433.620910644531	511.564544677734	307.125640869141	528.999572753906	186.750823974609	253.745498657227	375.891754150391	337.636383056641	550	676	372.565002441406	526.860168457031	261.406860351562	1.5486553347348e-07	-0.00402061419139282	0.0891245344412824	-0.107199857007339	0.0490252388697118	-0.140387642867491	0.00305846839663574	-0.230742146709685	-0.141412369382382	-0.279462411559622	-0.160253699456031	0.15936320470556	0.51353291408817	0.265732884000241	0.315666815495056	0.085971014446765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000151019885921222	0.000155199081134229	0.000168280864451673	0.000264641852176873	0.000173049747632754	0.000144486553455903	0.000247759492439042	0.0001403294226144	0.000156403990763512	0.000259094001644916	0.000230612971390418	0.000412529621561171	0.00043460002475237	0.00028785610434286	0.000342146080231808	0.000208808320303142	6335237.03520602	6601788.66759539	7023637.7600413	10932617.1837198	6823177.26261994	5977443.25653765	9440559.68847295	5846263.46315172	6391593.1227777	10978941.6864185	9251384.6770514	16231595.6879769	17496262.1916642	11260759.8054019	13103734.7407409	8767576.15766734
1_10_1.mat	1	-263.421325683594	-183.996109008789	-167.400573730469	-334.1513671875	-549.673095703125	-138.05387878418	-255.044525146484	-210.432861328125	-134.487411499023	-291.072998046875	-269.1865234375	-212.042739868164	-410.265869140625	-516.128356933594	-574.701416015625	-204.593887329102	220.578674316406	169.003890991211	174.599426269531	248.848617553711	227.326919555664	136.94612121582	305.955474853516	127.56713104248	174.512588500977	203.926986694336	166.8134765625	180.957260131836	538	296	428	183.406112670898	-1.52814512322736e-07	0.0568958011395367	0.0940874826530614	-0.0221213582278539	0.0770250837692371	-0.0659039795168676	-0.0317206531767423	-0.146616597033292	-0.0378166441331307	-0.143300120218098	-0.144945808251451	0.136970888571193	0.233325016028434	0.161616462627053	0.108083234329273	0.0113249679011604	0.578672230243683	1.00388336181641	-0.400578737258911	-0.151381522417068	0.326919466257095	0.946120977401733	-0.0445254519581795	-0.432865232229233	0.51259183883667	-0.0730078816413879	-0.186515837907791	-0.0427424311637878	-0.265879124403	-0.128381788730621	0.298595726490021	0.406111538410187	0.000118754942538693	0.000117531362801267	0.00011378098021764	0.000145789026017592	0.000109262787695768	8.07459077327421e-05	9.82632783214513e-05	6.86214480734592e-05	7.50716304829511e-05	0.00012433938652117	7.07455661328532e-05	6.88283159921867e-05	0.000148189070161365	0.000118053561161752	8.66505085896005e-05	7.12373093398646e-05	5251958.52854565	5255034.20581667	5112169.67634773	6263084.05069163	4801152.49715421	3580477.57139703	3982755.88109277	2934577.6972124	3274040.91738153	5462589.20552206	2913528.25518399	2765895.25225192	5480879.51277286	4635995.27748668	3146586.98205799	2892493.57463712
1_100_0.mat	0	-383.514953613281	-219.309463500977	-323.256225585938	-335.167297363281	-1769.93188476562	-624.070007324219	-321.153045654297	-297.617553710938	-346.477722167969	-516.022094726562	-371.98388671875	-491.913696289062	-571.171142578125	-638.332458496094	-583.897827148438	-282.648468017578	207.485061645508	185.690536499023	290.743774414062	343.832702636719	579.068115234375	411.929962158203	288.846954345703	210.382446289062	224.522262573242	337.977905273438	306.01611328125	504	647.828857421875	302.667510986328	480.102142333984	256.351531982422	1.85841197939359e-07	0.0285457736007869	0.122691483818988	-0.0803792019537345	0.0862667806024042	-0.123007958702433	-0.0290250739254057	-0.247958131579558	-0.130432916036993	-0.263487699919536	-0.196958774241246	0.186819803495581	0.486762035175351	0.297833829654505	0.257487320758899	0.0510871791169046	0.485058158636093	0.690531551837921	1.74377703666687	0.832713186740875	1.06809115409851	0.929968953132629	0.846965253353119	-0.617548942565918	1.52226638793945	2.9779007434845	0.0161166246980429	-1.91368925571442	-0.171133056282997	2.66751670837402	-0.897848606109619	0.351534724235535	0.000174054050551424	0.000164960814544569	0.000192691888065726	0.00024909266873277	0.000250514182070517	0.00016016485018184	0.000191795909377501	0.000141142970609591	0.000196524615534953	0.000257116195225992	0.000239343623950215	0.000432494166271792	0.00041125011656571	0.000298962078807687	0.000311410801199189	0.000199717523814652	7659817.05456862	7425254.22768408	8571299.73344338	11175077.188599	8501377.89085089	6569025.90620165	8026017.66238624	6124257.22894955	8526721.8085466	11420335.9800945	10382297.5637673	18810656.4820654	17012965.0075693	12453589.353113	12715540.3346486	8662864.7784363
1_100_1.mat	1	-250.567230224609	-130.888259887695	-198.811386108398	-289.699188232422	-1020.97259521484	-436.292510986328	-213.163772583008	-188	-204.709823608398	-388.105285644531	-262.437072753906	-440.564971923828	-234.125793457031	-424.051971435547	-225.245941162109	-212.055297851562	165.432769775391	157.111740112305	179	217.300811767578	351.027435302734	169.707504272461	286.836242675781	196.236343383789	169.290176391602	180.894729614258	190.562927246094	449.435028076172	275.874206542969	281.948028564453	270.754058837891	178.944702148438	-2.76093681056451e-08	0.0821205973187465	0.219841730760286	-0.0628744934315484	0.0772208929256846	-0.115087801418702	0.0162206969851628	-0.313066512074384	-0.0781833426674206	-0.215049857436617	-0.224200061812004	0.263478869860371	0.306591576488316	0.285725363246507	0.223745379762414	-0.0668711115929919	0	0	0.188608810305595	-1.69918978214264	0.0274352356791496	0	-1.16376876831055	0	0.290180683135986	0	0	0	0	0	0	-1.05530023574829	0.000142917537873053	0.000130747557322909	0.000139116590458216	0.000165434073313861	0.000122221479311177	0.000135290632225731	0.00014672106471456	0.000201047378355854	9.73317184993952e-05	9.75949783845053e-05	9.36170532482415e-05	0.000114584333322981	0.000132250795658847	0.000152519282242215	0.000152190905273248	0.000134132628225696	6488642.98795271	6034055.94772218	6345620.10936862	7361052.9902283	5287581.56566969	6349302.6857729	6894456.72490825	9998788.28309636	4055092.87491703	4226472.6807214	3880197.73991728	4899548.68948483	5832772.66610253	6669961.86817767	7333050.35211585	6572695.99225756
1_1000_0.mat	0	-266.322967529297	-370.829498291016	-348.481536865234	-734.3525390625	-1063.43408203125	-540.044616699219	-334.951446533203	-527.359985351562	-357.402862548828	-470.171356201172	-548.290710449219	-747.334838867188	-1128.86071777344	-684.486328125	-738.502197265625	-340.260589599609	283.677032470703	244.170516967773	373.518463134766	583.6474609375	503.56591796875	383.955383300781	276.048553466797	231.639984130859	328.597137451172	463.828643798828	511.709259033203	834.665161132812	505.139312744141	391.513671875	731.497802734375	428.739410400391	5.02863898831142e-07	0.0189914106182755	0.11019996470511	-0.0703459247154494	0.12127463246348	-0.0858206250527253	-0.0471750913292636	-0.205775410048291	-0.124229443993171	-0.228837740201068	-0.246325360347082	0.287571169701715	0.369417137707521	0.29429957265854	0.203891713398943	0.0482372812612604	-0.322960823774338	-0.829487025737762	0.518458127975464	-0.352544009685516	1.56591415405273	0.955374360084534	1.04855132102966	-0.360015064477921	1.59712779521942	1.82865500450134	1.70926463603973	-4.33481740951538	1.13930344581604	4.51367950439453	1.49779260158539	-0.260604530572891	0.000159225445453985	0.000190446760924139	0.000216810654949666	0.000264375918535309	0.000245166723532948	0.000196580804408546	0.000156184860303247	0.000140396061373253	0.000211224175468057	0.000214260862638324	0.00023836448022918	0.000357308079252252	0.00029083765563833	0.000282203203587519	0.000272837497455556	0.000167364992093365	6805476.57150093	8303172.55744845	9060534.74236846	10742024.323865	9326521.80027542	7977017.70614216	6399817.28287624	5840513.70739892	8833599.69300485	8824367.96913595	9172760.15527326	13129620.9296533	11342199.2749594	11394750.3078079	9354842.72154623	6662479.16454425
1_1001_0.mat	0	-213.219818115234	-261.414794921875	-339.789581298828	-494.175018310547	-1261.71325683594	-540.235412597656	-542.094482421875	-626.533447265625	-282	-543.532409667969	-555.785766601562	-847.669738769531	-984.127075195312	-649.830322265625	-822.485412597656	-294.891540527344	265.780181884766	277.585205078125	383.210418701172	458.824981689453	482.286712646484	339.764587402344	292.905548095703	234.466522216797	421.5078125	376.467620849609	571.214233398438	674.330261230469	566.872924804688	306.169647216797	581.514587402344	361.108459472656	1.02835707351192e-07	0.00100846273029898	0.091337573736906	-0.0578169693615288	0.105845617667834	-0.0736416481385627	-0.0403792575929312	-0.163875108153994	-0.102862872836242	-0.190074978284413	-0.222895282346197	0.260203786169489	0.314016315943499	0.24032959603419	0.164329392945394	0.041479243508478	-0.219815984368324	-0.414792001247406	0.210431531071663	-1.17503297328949	1.28670215606689	1.7645947933197	0.905537068843842	-0.53347235918045	0.507821798324585	1.46760988235474	2.21426296234131	-3.66975998878479	0.87291294336319	3.16965961456299	1.5145822763443	-0.891535580158234	0.000148761413534037	0.000176261435696524	0.000209128298629732	0.00025754566135609	0.000249862179407984	0.000187446065351126	0.00015491548164775	0.000136500034785205	0.000199133457031413	0.000209692290635693	0.000231594643216942	0.000360086538213303	0.000292046904927661	0.000275228739119613	0.000264355956386387	0.000157727272833074	6361731.59560351	7715539.3369289	8753572.85458827	10512302.7266897	9167848.17543602	7547493.55348897	6324924.72324881	5621395.57872882	8245510.5074299	8694391.50743619	8843177.26905079	13014800.2590826	11254738.0070165	10999228.5036989	9157643.05043373	6319485.29951322
1_1002_0.mat	0	-224.54638671875	-284.314086914062	-456.055816650391	-481.351470947266	-840.666076660156	-485.184204101562	-378.936187744141	-428.462219238281	-316.725067138672	-507.375732421875	-501.859802246094	-760.481140136719	-856.273559570312	-645.557373046875	-725.516845703125	-345.664245605469	239.45361328125	326.685913085938	341.944183349609	507.648529052734	533.333923339844	352.815795898438	331.063812255859	294.537780761719	304.274932861328	415.624267578125	575.140197753906	828.518859863281	521	442.442626953125	509.483154296875	409.335754394531	-1.01725261332934e-08	0.00101264741656731	0.114870886063483	-0.0685213126536458	0.111154331211497	-0.0934881789048513	-0.0442205104081583	-0.21828771537145	-0.133337613213559	-0.236895957264552	-0.274687394624824	0.316804085368415	0.384753273616483	0.328620322117209	0.218245795058211	0.0717836708188058	0	-1.31407475471497	-0.0558187775313854	0.648523211479187	1.33393836021423	1.81579971313477	1.06382691860199	-0.462211102247238	3.2749330997467	1.62426030635834	1.14018678665161	-4.48112964630127	0.726413547992706	2.44262766838074	1.48314940929413	-0.664246797561646	0.000164145874355753	0.000206813186925989	0.000239656056233627	0.000292822314104915	0.000249860148148187	0.000216010266255064	0.000180535749867222	0.000163219390197243	0.000240955524830812	0.000224711093531638	0.000240714512897565	0.000367606453391857	0.000295636231369707	0.000284640797068184	0.000264054123194148	0.00018673673927289	7259474.21728516	9141885.57255128	10409695.6833658	12767150.5351962	10109248.5697811	9335026.1434288	7729741.91933969	7085548.89405036	10527315.5395497	9667565.95773751	9862576.98535493	14669425.3876383	12235913.5961332	11778587.7467873	9897787.7844646	7815172.10617256
1_1003_0.mat	0	-239.195587158203	-216.34033203125	-259.150939941406	-492.015289306641	-978.840942382812	-332.393707275391	-430.930786132812	-422.338043212891	-403.299591064453	-690.940673828125	-489.103302001953	-481.868835449219	-624.742919921875	-661.635803222656	-609.829406738281	-242.633438110352	296.804412841797	315.65966796875	336.849060058594	444.984710693359	380.159088134766	214.606292724609	275.069213867188	227.661972045898	255.700408935547	382.059326171875	364.896697998047	489.131164550781	583.257080078125	475.364196777344	480.170562744141	379.366546630859	-9.93018348861034e-08	-0.00868299145698534	0.0590250258182486	-0.0910830402946567	0.0423957388524587	-0.0900625502341737	-0.0123124637339264	-0.138937437199926	-0.0828792100585996	-0.166395681531976	-0.107287709828963	0.113591367836855	0.311746192771693	0.195757804899414	0.215041654819747	0.044854340649272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000129526045719435	0.000129433388851327	0.000147801679596993	0.0002655123208746	0.000129621746248059	0.000116412947371986	0.000155984226842766	0.000120563421460395	0.000145579733188704	0.0001954015449502	0.000200130609809862	0.000268162326293352	0.000329647005755716	0.000283869592172946	0.000280518908843018	0.000161100439234714	4317890.18438864	4396408.1445713	4948048.04345751	8870649.03825655	4240828.54943453	3943494.36410126	5202135.29708877	3977561.37551388	4791504.03170234	6586642.31076199	6393185.43547195	8644755.09035458	11057122.2621961	8918143.60563064	9045715.70374334	5378078.27248862
